,Animal Name,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,was_outcome_alive,Intake_Date_dt,Outcome_Date_dt,days_in_shelter
13272,*CHICKLET,BRN TABBY,,Male,2020-04-25,3.0,2020-05-18,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-20,"5600 BLK ATLANTIC AVE, LONG BEACH CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-18,2020-05-20,2 days
13273,*ASIAGO,BRN TABBY,,Male,2020-03-12,3.0,2020-05-23,NORMAL,STRAY,OTC,,2020-05-29,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-23,2020-05-29,6 days
13274,*CARL,BLACK,WHITE,Neutered,2019-05-21,3.0,2020-05-21,NORMAL,STRAY,OTC,,2020-06-04,"4100 DONALD DOUGLAS DR, LONG BEACH, CA 90808",LONG BEACH,RESCUE,KITTYBUNGA,1,2020-05-21,2020-06-04,14 days
13275,,CALICO DIL,,Female,2020-05-12,3.0,2020-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-22,"6200 BLK BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-05-22,2020-05-22,0 days
13276,,CALICO,,Female,2020-05-12,3.0,2020-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-22,"6200 BLK BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-05-22,2020-05-22,0 days
13277,*APRICOT,LC LYNX PT,,Male,2020-03-30,3.0,2020-05-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-26,"6400 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-05-23,2020-05-26,3 days
13278,LA'I,BLACK,,Spayed,2020-04-23,3.0,2020-09-03,BEHAVIOR  MILD,OWNER SURRENDER,OTC,BITES,2020-09-06,"1000 BLK E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,RESCUE,CATPAWS,1,2020-09-03,2020-09-06,3 days
13279,*CHAI,CRM TABBY,,Male,2020-03-30,3.0,2020-05-23,NORMAL,STRAY,FIELD,,2020-05-26,"3700 BLK CEDAR AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-05-23,2020-05-26,3 days
13280,,CALICO,,Female,2020-05-06,3.0,2020-05-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-24,"900 ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2020-05-23,2020-05-24,1 days
13281,KIKI,BLACK,,Spayed,2018-05-24,4.0,2020-05-24,NORMAL,OWNER SURRENDER,OTC,ABANDON,2020-07-17,"2000 BLK SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-05-24,2020-07-17,54 days
13282,*CANTALOUPE,BLACK,WHITE,Spayed,2019-09-24,3.0,2020-06-09,FRACTIOUS,RETURN,RTF,,2020-06-11,"1200 BLK BENNETT AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-06-09,2020-06-11,2 days
13283,,WHITE,,Male,2017-05-25,5.0,2020-05-25,INJURED  SEVERE,STRAY,FIELD,,2020-05-25,"1400 BLK W WARDLOW RD, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-05-25,2020-05-25,0 days
13284,,BRN TABBY,,Male,2020-05-04,3.0,2020-05-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-25,"7600 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-25,2020-05-25,0 days
13285,,BRN TABBY,,Female,2020-05-04,3.0,2020-05-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-25,"7600 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-25,2020-05-25,0 days
13286,BUBBLES,GRAY TABBY,,Spayed,2017-11-28,5.0,2020-05-30,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2020-08-02,"2000 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,1,2020-05-30,2020-08-02,64 days
13287,COCO,BLACK,WHITE,Spayed,2020-03-28,3.0,2020-05-29,NORMAL,STRAY,OTC,,2020-05-30,"2000 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-29,2020-05-30,1 days
13288,BUNTY,GRAY,WHITE,Spayed,2020-04-29,3.0,2020-06-06,UNDER AGE/WEIGHT,RETURN,ADOPTION,AFRAID,2020-06-07,"10000 BLK DOWNEY AVE, DOWNEY, CA 90241",SEAACA,FOSTER TO ADOPT,,1,2020-06-06,2020-06-07,1 days
13289,,WHITE,GRAY,Unknown,,,2020-05-30,INJURED  SEVERE,STRAY,FIELD,,2020-05-30,"1400 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,DIED,ENROUTE,0,2020-05-30,2020-05-30,0 days
13290,*TOTO,BLACK,,Male,2020-04-30,3.0,2020-05-30,NORMAL,STRAY,TRAP,,2020-06-04,"2500 BLK QUINCY AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,1,2020-05-30,2020-06-04,5 days
13291,,GRAY,,Unknown,2020-04-30,3.0,2020-05-30,ILL SEVERE,STRAY,FIELD,,2020-05-30,"6600 BLK ROSE AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-05-30,2020-05-30,0 days
13292,,BLACK,,Female,2020-04-14,3.0,2020-06-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-09-21,"7000 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,1,2020-06-02,2020-09-21,111 days
13293,GINGER,ORANGE,WHITE,Spayed,2015-06-02,7.0,2020-06-02,NORMAL,CONFISCATE,OWNER DIED,,2020-08-26,"12534 CUESTA DR, CERRITOS, CA 90703",CERRITOS,ADOPTION,REFERRAL,1,2020-06-02,2020-08-26,85 days
13294,*CHIKLET,BRN TABBY,WHITE,Male,2020-04-18,3.0,2020-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-10,"3900 BLK E ALLIN ST, LONG BEACH, CA 90803",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-06-03,2020-06-10,7 days
13295,,ORG TABBY,WHITE,Unknown,2020-05-03,3.0,2020-06-03,ILL MILD,STRAY,OTC,,2020-06-03,"4700 BLK CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,UNDRAGE/WT,0,2020-06-03,2020-06-03,0 days
13296,DONATELLO,BLACK,WHITE,Neutered,2020-03-04,3.0,2020-06-04,NORMAL,STRAY,OTC,,2020-06-07,"300 BLK W 14TH ST, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-04,2020-06-07,3 days
13297,,WHITE,ORANGE,Male,2020-04-19,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-10,"1900 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-06-04,2020-06-10,6 days
13298,,BLACK,,Female,2020-05-04,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-06,"1700 BLK E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,FOSTER TO ADOPT,,1,2020-06-04,2020-06-06,2 days
13299,*PEANUT,BLACK,,Male,2020-05-04,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-18,"1700 BLK E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,CATPAWS,1,2020-06-04,2020-06-18,14 days
13300,*MIKE,GRAY TABBY,WHITE,Male,2020-05-04,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-10,"6700 BLK COACHELLA AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-06-04,2020-06-10,6 days
13301,TRUFFLES,BRN TABBY,,Spayed,2020-05-04,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-06,"6700 BLK COACHELLA AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-04,2020-06-06,2 days
13302,,GRAY TABBY,,Spayed,2015-06-06,7.0,2020-06-06,FRACTIOUS,STRAY,TRAP,,2020-06-25,"1000 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-06-06,2020-06-25,19 days
13303,,GRAY,WHITE,Male,2012-06-06,10.0,2020-06-06,ILL MILD,STRAY,TRAP,,2020-06-08,"1300 E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-06,2020-06-08,2 days
13304,*DALE,BRN TABBY,,Neutered,2020-04-23,3.0,2020-06-08,NORMAL,STRAY,FIELD,,2020-06-20,"20200 BLK MAPES AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,,1,2020-06-08,2020-06-20,12 days
13305,,BLACK,WHITE,Female,2010-06-09,12.0,2020-06-09,ILL SEVERE,STRAY,FIELD,,2020-06-09,"2900 BLK ADRATIC AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-09,2020-06-09,0 days
13306,*WALNUT,ORANGE,,Neutered,2020-01-09,3.0,2020-06-09,ILL MILD,STRAY,FIELD,,2020-06-30,"1500 BLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-06-09,2020-06-30,21 days
13307,A643673,GRAY TABBY,WHITE,Neutered,2019-06-10,3.0,2020-06-10,FRACTIOUS,STRAY,TRAP,,2020-06-16,"4100 DONALD DOUGLAS DR, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-06-10,2020-06-16,6 days
13308,*YOLO,BLK TABBY,WHITE,Female,2020-04-10,3.0,2020-06-10,NORMAL,STRAY,OTC,,2020-06-17,"5700 BLK BIGELOW ST, LAKEWOOD, CA 90713",SEAACA,RESCUE,FNDANIFOUN,1,2020-06-10,2020-06-17,7 days
13309,*ITTY BITTY,GRAY TABBY,WHITE,Neutered,2020-05-20,2.0,2020-06-10,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-11,"6000 BLK CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-10,2020-06-11,1 days
13310,CALCETA,GRAY,WHITE,Spayed,2016-06-12,6.0,2020-06-12,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-06-20,"1000 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,1,2020-06-12,2020-06-20,8 days
13311,*SKIPPER,BRN TABBY,WHITE,Spayed,2020-02-11,3.0,2020-06-11,NORMAL,STRAY,OTC,,2020-06-17,"400 BLK LIME AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,1,2020-06-11,2020-06-17,6 days
13312,,ORG TABBY,,Male,2015-06-11,7.0,2020-06-11,ILL SEVERE,STRAY,FIELD,,2020-06-11,"700 BLK E ESTER ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-11,2020-06-11,0 days
13313,CALCETIN,ORG TABBY,,Male,2019-06-12,3.0,2020-06-12,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-06-20,"1000 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,1,2020-06-12,2020-06-20,8 days
13314,*MIGHTY,GRAY TABBY,WHITE,Neutered,2020-05-02,3.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-23,"5600 E LOS SANTOS DR, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,1,2020-06-17,2020-07-23,36 days
13315,,BRN TABBY,,Male,2020-05-15,3.0,2020-06-15,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-15,"E OCEAN BLVD / 39TH PL, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,1,2020-06-15,2020-06-15,0 days
13316,*PURSEUS,ORANGE,,Neutered,2017-06-17,5.0,2020-06-17,NORMAL,STRAY,OTC,,2020-06-21,"1100 BLK E 3RD ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,1,2020-06-17,2020-06-21,4 days
13317,*GARY,BLACK,WHITE,Male,2020-05-17,2.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-12,"11100 BUNKER HILL DR, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,1,2020-06-17,2020-07-12,25 days
13318,,CALICO,,Female,2020-06-03,2.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-18,"2500 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-06-17,2020-06-18,1 days
13319,,SEAL PT,GRAY,Male,2020-05-18,2.0,2020-06-18,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-18,"16600 BLK PIONEER AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-06-18,2020-06-18,0 days
13320,,ORG TABBY,,Male,2020-06-12,2.0,2020-06-19,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-19,"400 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,MILTONSMUT,1,2020-06-19,2020-06-19,0 days
13321,MOMMA RIVER,BROWN,,Spayed,2018-06-19,4.0,2020-06-19,FRACTIOUS,STRAY,OTC,,2020-08-20,"17200 BLK ANTONIO AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,1,2020-06-19,2020-08-20,62 days
13322,*CHERRY BLOSSOM,CALICO,,Spayed,2020-04-20,3.0,2020-06-20,NORMAL,OWNER SURRENDER,OTC,,2020-06-25,"3000 BLK N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-20,2020-06-25,5 days
13323,*LULU,BLACK,,Spayed,2020-05-24,2.0,2020-06-21,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-28,"2200 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-21,2020-06-28,7 days
13324,,BLACK,,Female,2005-06-22,17.0,2020-06-22,INJURED  SEVERE,STRAY,FIELD,,2020-06-28,"200 BLK PARK AVE, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-06-22,2020-06-28,6 days
13325,,TORTIE DIL,,Male,2020-06-21,2.0,2020-06-23,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-23,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-06-23,2020-06-23,0 days
13326,*THELMA,GRAY TABBY,,Spayed,2020-04-23,3.0,2020-06-23,NORMAL,STRAY,OTC,,2020-07-18,"20100 PLAZA DE CORDOBA, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,1,2020-06-23,2020-07-18,25 days
13327,*COOKIES AND CREAM,BLACK,WHITE,Male,2020-05-07,3.0,2020-06-25,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-28,"3000 BLK SNOWDEN AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,1,2020-06-25,2020-06-28,3 days
13328,*MR. TOES,BLACK,WHITE,Male,2020-03-26,3.0,2020-06-26,NORMAL,STRAY,OTC,,2020-07-05,"100 BLK E WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,1,2020-06-26,2020-07-05,9 days
13329,*GUMDROP,ORG TABBY,WHITE,Female,2020-05-26,2.0,2020-06-26,FRACTIOUS,STRAY,TRAP,,2020-07-03,"17000 BARNHILL AVE, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,1,2020-06-26,2020-07-03,7 days
13330,,BLACK,,Unknown,2020-06-26,2.0,2020-06-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-26,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2020-06-26,2020-06-26,0 days
13331,,GRAY,,Unknown,2020-06-26,2.0,2020-06-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-06-26,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2020-06-26,2020-06-26,0 days
13332,FRANCIS,BROWN,BLACK,Neutered,2017-06-28,5.0,2020-06-28,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2020-07-11,"4000 BLK E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,1,2020-06-28,2020-07-11,13 days
13333,BABY J,WHITE,BLACK,Female,2020-05-22,2.0,2020-06-28,UNDER AGE/WEIGHT,STRAY,OTC,,2021-02-25,"6500 BLK HAMMOND AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,1,2020-06-28,2021-02-25,242 days
13334,*ASHER,BLACK,,Neutered,2018-06-28,4.0,2020-06-28,NORMAL,STRAY,TRAP,,2020-07-02,"3200 E 4TH ST, LONG BEACH, CA 90814",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-06-28,2020-07-02,4 days
13335,,BRN TABBY,WHITE,Male,,,2020-06-28,INJURED  SEVERE,STRAY,FIELD,,2020-06-28,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-06-28,2020-06-28,0 days
13336,,WHITE,BRN TABBY,Female,2015-06-30,7.0,2020-06-30,INJURED  SEVERE,STRAY,FIELD,,2020-06-30,"2000 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-06-30,2020-06-30,0 days
13337,A644675,BLACK,WHITE,Spayed,2019-07-01,3.0,2020-07-01,FRACTIOUS,STRAY,FIELD,,2020-07-31,"100 BLK PIER S AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,KITTYBUNGA,1,2020-07-01,2020-07-31,30 days
13338,,CALICO,,Spayed,2019-07-02,3.0,2020-07-02,NORMAL,STRAY,TRAP,,2020-07-10,"3000 BLK SNOWDEN AVE, LONG BEACH, CA 90808",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-07-02,2020-07-10,8 days
13339,*PANNA COTTA,BLACK,,Male,2020-06-02,2.0,2020-07-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-09,"200 BLK W 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-07-02,2020-07-09,7 days
13340,,LYNX PT,,Spayed,2020-03-02,3.0,2020-07-02,NORMAL,STRAY,OTC,,2020-07-09,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-07-02,2020-07-09,7 days
13341,*BLINKY,BRN TABBY,,Female,2020-05-02,3.0,2020-07-02,NORMAL,STRAY,OTC,,2020-07-05,"6700 BLK WALNUT AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-07-02,2020-07-05,3 days
13342,*TIP TAP,BLACK,,Female,2020-05-03,3.0,2020-07-03,ILL MILD,STRAY,FIELD,,2020-07-12,"1300 BLK OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-03,2020-07-12,9 days
13343,,WHITE,,Unknown,2020-06-25,2.0,2020-07-04,ILL SEVERE,STRAY,FIELD,,2020-07-04,"5200 BLK ELM AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SBACC,1,2020-07-04,2020-07-04,0 days
13344,LUNA,CALICO,,Spayed,2019-07-08,3.0,2020-07-08,NORMAL,STRAY,OTC,,2020-07-10,"1600 BLK E 65TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,1,2020-07-08,2020-07-10,2 days
13345,*ROMEO,GRAY TABBY,,Neutered,2016-02-27,7.0,2020-07-08,INJURED  MILD,STRAY,FIELD,,2020-07-23,"3200 BLK LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-07-08,2020-07-23,15 days
13346,A645177,GRAY TABBY,WHITE,Neutered,2020-04-08,3.0,2020-07-08,FRACTIOUS,STRAY,OTC,,2020-07-21,"18000 BLK JEFFREY AVE, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-07-08,2020-07-21,13 days
13347,,TORBI,,Female,2020-05-25,2.0,2020-07-09,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-12,"1400 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-09,2020-07-12,3 days
13348,,BLK TABBY,WHITE,Male,2020-05-25,2.0,2020-07-09,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-12,"1400 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-09,2020-07-12,3 days
13349,*LAURENCE,BLACK,WHITE,Neutered,2011-07-09,11.0,2020-07-10,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG PEOPLE,2020-07-30,"600 BLK W 5TH ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,1,2020-07-10,2020-07-30,20 days
13350,,WHITE,GRAY,Male,2018-07-15,4.0,2020-07-15,ILL SEVERE,STRAY,FIELD,,2020-07-16,"1800 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,0,2020-07-15,2020-07-16,1 days
13351,,BLACK,,Female,2020-04-16,3.0,2020-07-16,NORMAL,STRAY,OTC,,2020-07-17,"2500 BLK ANDY ST, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,1,2020-07-16,2020-07-17,1 days
13352,*HENRY,BLACK,,Male,2020-05-16,2.0,2020-07-16,NORMAL,STRAY,OTC,,2020-07-22,"1100 BLK E BROADWAY, LONG BEACH, CA 90802",LONG BEACH,RESCUE,CATPAWS,1,2020-07-16,2020-07-22,6 days
13353,,WHITE,BLACK,Female,2020-05-17,2.0,2020-07-17,NORMAL,STRAY,OTC,,2020-07-17,"1900 E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-17,2020-07-17,0 days
13354,,ORANGE,WHITE,Unknown,2020-06-08,2.0,2020-07-17,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-07-17,"4100 DONALD DOUGLAS DR, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-17,2020-07-17,0 days
13355,*DONATELLO,BLACK,,Unknown,2020-02-18,3.0,2020-07-18,NORMAL,STRAY,OTC,,2020-07-22,"2100 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,1,2020-07-18,2020-07-22,4 days
13356,,BLACK,,Male,2020-05-18,2.0,2020-07-18,NORMAL,STRAY,FIELD,,2020-07-22,"6600 BLK GALE AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-07-18,2020-07-22,4 days
13357,A645902,ORG TABBY,,Neutered,2020-04-19,3.0,2020-07-19,NORMAL,STRAY,TRAP,,2020-07-28,"3000 BLK SNOWDEN AVE, LONG BEACH, CA 90808",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-07-19,2020-07-28,9 days
13358,,BRN TABBY,WHITE,Female,2020-07-17,2.0,2020-07-19,UNDER AGE/WEIGHT,STRAY,OTC,,2020-07-19,"1700 BLK GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,1,2020-07-19,2020-07-19,0 days
13359,,BLACK,,Female,,,2020-07-20,ILL SEVERE,STRAY,FIELD,,2020-07-20,"200 E ADAMS ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-07-20,2020-07-20,0 days
13360,MEOWTASTIC,BLACK,,Neutered,2017-07-21,5.0,2020-07-21,INJURED  MILD,STRAY,FIELD,,2020-08-02,"1100 E VIA WANDA, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,1,2020-07-21,2020-08-02,12 days
13361,,BLACK,WHITE,Male,2020-07-01,2.0,2020-07-22,NORMAL,STRAY,FIELD,,2020-07-22,"400 OBISPO AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-07-22,2020-07-22,0 days
13362,*KATNISS,BRN TABBY,,Spayed,2020-06-05,2.0,2020-07-22,NORMAL,OWNER SURRENDER,FIELD,,2020-08-08,"400 OBISPO AVE, LONG BEACH CA 90814",LONG BEACH,ADOPTION,WEB,1,2020-07-22,2020-08-08,17 days
13363,HARO,BRN TABBY,,Neutered,2017-07-22,5.0,2020-07-23,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2020-08-28,"1400 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2020-07-23,2020-08-28,36 days
13364,,GRAY,,Male,2020-05-22,2.0,2020-07-22,NORMAL,STRAY,OTC,,2020-07-23,"5400 BLK DAIRY AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-07-22,2020-07-23,1 days
13365,SIMBA,CRM TABBY,WHITE,Male,2018-07-22,4.0,2020-07-22,NORMAL,STRAY,OTC,,2020-08-01,"800 BLK GRAND AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,1,2020-07-22,2020-08-01,10 days
13366,,WHITE,,Male,2020-06-22,2.0,2020-07-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-07-25,"6900 BLK ORCUTT AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-07-22,2020-07-25,3 days
13367,,WHITE,,Male,2020-06-22,2.0,2020-07-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-07-25,"6900 BLK ORCUTT AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-07-22,2020-07-25,3 days
13368,*ZEKE,ORANGE,WHITE,Neutered,2020-04-23,3.0,2020-07-23,INJURED  MODERATE,STRAY,FIELD,,2020-08-09,"5200 BLK PAOLI WAY, LB 90804",LONG BEACH,ADOPTION,WALKIN,1,2020-07-23,2020-08-09,17 days
13369,,BRN TABBY,,Male,2019-07-24,3.0,2020-07-24,ILL SEVERE,STRAY,FIELD,,2020-07-24,"3000 BLK N SPRINGDALE DR, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-07-24,2020-07-24,0 days
13370,,BLACK,WHITE,Female,2020-06-26,2.0,2020-08-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-08-05,"100 E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-08-02,2020-08-05,3 days
