Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A680946,*SAPPHIRE,CAT,CALICO,,Female,6/27/2022,0,7/27/2022,UNDER AGE/WEIGHT,STRAY,OTC,,7/29/2022,"90 BLK S PINE AVE, LONG BEACH, CA 90802",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A681000,WILEY,CAT,WHITE,BLACK,Neutered,6/28/2022,0,7/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,9/3/2022,"1900 BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A681023,,CAT,BRN TABBY,WHITE,Male,3/28/2022,1,7/28/2022,ILL MILD,STRAY,OTC,,7/28/2022,"1500 BLK W SUMMIT ST, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A681063,,CAT,BLACK,,Male,,,7/29/2022,ILL MILD,STRAY,OTC,,7/29/2022,"2400 BLK ELM AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A681182,*MYSTERY,CAT,ORANGE,,Male,4/30/2022,1,7/30/2022,ILL SEVERE,STRAY,OTC,,9/2/2022,"200 BLK W 67TH WAY, LONG BEACH CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A681398,*CADY,CAT,CALICO,,Female,7/3/2022,0,8/3/2022,UNDER AGE/WEIGHT,STRAY,OTC,,8/4/2022,"2100 CANAL AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A681439,,CAT,GRAY,WHITE,Male,8/5/2015,7,8/4/2022,ILL MODERATETE,STRAY,OTC,,8/5/2022,"1400 CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A681499,*FANNY,CAT,GRAY TABBY,,Female,,,8/19/2022,NORMAL,STRAY,OTC,,11/5/2022,"1100 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A681536,*ZAZU,CAT,ORANGE,,Neutered,7/21/2022,0,8/5/2022,ILL MILD,STRAY,OTC,,8/6/2022,"5600 LINDEN AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A681644,*PARK 4,CAT,BROWN,WHITE,Unknown,,,8/6/2022,NORMAL,STRAY,OTC,,8/7/2022,"7500 BLK E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A681737,KITTEN4,CAT,ORG TABBY,,Unknown,8/10/2022,0,8/10/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,8/10/2022,"1400 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A681760,*BUNNY,CAT,CALICO,,Female,4/10/2022,1,8/10/2022,NORMAL,STRAY,OTC,,8/27/2022,"7500 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A681784,*MOMMA SUNSHINE,CAT,CALICO TAB,,Female,8/11/2021,1,8/11/2022,NORMAL,STRAY,ABAN SHLTR,,8/14/2022,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A681786,*CLEMENTINE,CAT,CALICO,,Female,7/11/2022,0,8/11/2022,NORMAL,STRAY,ABAN SHLTR,,8/14/2022,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A681956,LOKI,CAT,WHITE,BLACK,Neutered,10/21/2016,6,8/18/2022,NORMAL,OWNER SURRENDER,OTC,NO HOME,9/28/2022,"1500 BLK N STANTON PL, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A681995,*PETRIE,CAT,BLACK,WHITE,Female,6/13/2022,0,8/13/2022,NORMAL,STRAY,OTC,,8/18/2022,"6900 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A681997,*CERA,CAT,BRN TABBY,,Female,6/13/2022,0,8/13/2022,NORMAL,STRAY,OTC,,8/18/2022,"6900 BLK LIME AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A682041,*DAHLIA,CAT,WHITE,GRAY,Female,8/14/2021,1,8/14/2022,ILL MILD,STRAY,OTC,,8/27/2022,"4200 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A682077,*ANGEL,CAT,BLACK,,Male,6/30/2022,0,8/15/2022,ILL MODERATETE,STRAY,OTC,,8/17/2022,"5801 E PARKCREST ST, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A682136,*INDIGO,CAT,BLACK,,Female,6/17/2022,0,8/17/2022,UNDER AGE/WEIGHT,STRAY,OTC,,8/20/2022,"6100 BLK MYRTLE AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A682213,*FOREST,CAT,BLACK,,Male,8/11/2022,0,8/18/2022,NORMAL,STRAY,OTC,,11/13/2022,"2100 BLK N KELLY DR, SIGNAL HILL, CA 90755",SIGNAL HILL,HOMEFIRST,,Alive on Intake,FALSE,1
A682241,*LITTLE,CAT,GRAY,,Unknown,8/19/2022,0,8/19/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,8/19/2022,"2000 BLK CERRITOS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A682260,*AC,CAT,BRN TABBY,,Male,5/19/2022,0,8/19/2022,INJURED  MODERATE,STRAY,FIELD,,9/24/2022,"1000 BLK GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A682274,*JEN,CAT,GRAY TABBY,,Spayed,3/20/2022,1,8/20/2022,NORMAL,STRAY,OTC,,8/31/2022,"2500 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,,Alive on Intake,TRUE,0
A682283,*MAMA MINA,CAT,UNKNOWN,,Female,,,8/20/2022,NORMAL,STRAY,OTC,,8/31/2022,"2500 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A682285,*DANIEL,CAT,UNKNOWN,,Male,,,8/20/2022,NORMAL,STRAY,OTC,,8/31/2022,"2500 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,,Alive on Intake,TRUE,0
A682288,*ANN,CAT,UNKNOWN,,Female,,,8/20/2022,NORMAL,STRAY,OTC,,8/31/2022,"2500 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,,Alive on Intake,TRUE,0
A682317,*KELLY,CAT,WHITE,,Female,7/20/2022,0,8/20/2022,ILL MILD,STRAY,OTC,,9/2/2022,"11100 BLK JERRY PL, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A682479,*ROCCO,CAT,BLACK,,Male,6/25/2022,0,8/25/2022,NORMAL,STRAY,FIELD,,10/9/2022,"17700 CENTER COURT DR N , CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A682503,,CAT,WHITE,BRN TABBY,Male,4/26/2022,1,8/26/2022,ILL MODERATETE,STRAY,FIELD,,8/26/2022,"18400 HEATHER AVE, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A682623,*BUTTERBALL,CAT,WHITE,ORANGE,Male,7/26/2022,0,8/26/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,8/27/2022,"16700 BLK DORY CIR, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A682639,*MASON,CAT,BLACK,,Neutered,8/6/2022,0,8/27/2022,NORMAL,STRAY,OTC,,8/31/2022,"1300 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A682641,*PENELOPE,CAT,BLACK,,Spayed,8/6/2022,0,8/27/2022,NORMAL,STRAY,OTC,,8/31/2022,"1300 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A682654,SOUPIE,CAT,GRAY,,Neutered,7/27/2022,0,8/27/2022,ILL MILD,STRAY,OTC,,4/4/2023,"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A682677,*TOMMY,CAT,GRAY,,Male,8/28/2020,2,8/28/2022,NORMAL,STRAY,FIELD,,10/6/2022,"2100 BLK E POPPY ST, LONG BEACH, CA 90808",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A682749,*GRIZZLEY,CAT,BLACK,,Female,8/28/2022,0,8/31/2022,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,10/11/2022,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A682752,*,CAT,BRN TABBY,,Unknown,8/28/2022,0,8/31/2022,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,9/9/2022,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,DIED,IN CARE,Alive on Intake,TRUE,0
A682753,*,CAT,BRN TABBY,,Unknown,8/28/2022,0,8/31/2022,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,9/10/2022,"7700 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,DIED,IN CARE,Alive on Intake,TRUE,0
A682780,*CATRINA,CAT,BRN TABBY,,Spayed,8/31/2020,2,8/31/2022,INJURED  MILD,STRAY,OTC,,1/5/2023,"3700 BLK PALO VERDE AVE. LONG BEACH, CA 90808",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A682853,*MOJITO,CAT,BLACK,,Neutered,8/1/2022,0,9/1/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/2/2022,"2300 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A682968,,CAT,GRAY TABBY,WHITE,Female,8/30/2022,0,9/2/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/3/2022,"2600 BLK ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,MISSING,,Alive on Intake,FALSE,1
A683021,,CAT,BLACK,BROWN,Female,9/3/2018,4,9/3/2022,ILL SEVERE,STRAY,FIELD,,9/3/2022,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A683022,NYX,CAT,BLACK,,Neutered,8/13/2022,0,9/3/2022,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,11/16/2022,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A683047,,CAT,CREAM,,Female,9/3/2010,12,9/3/2022,INJURED  SEVERE,STRAY,OTC,,9/3/2022,"600 BLK E COOLIDGE ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A683088,*RICHTER,CAT,ORANGE,,Male,8/7/2022,0,9/4/2022,NORMAL,STRAY,OTC,,9/14/2022,"3700 BLK HATHAWAY AVE, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A683097,*BISCUIT,CAT,ORANGE,,Male,8/4/2022,0,9/4/2022,UNDER AGE/WEIGHT,STRAY,OTC,,9/24/2022,"2500 BLK E WASHINGTON ST, LONG BEACH, CA 90810",LA COUNTY,HOMEFIRST,,Alive on Intake,FALSE,1
A683098,,CAT,BLACK,,Male,5/4/2022,1,9/4/2022,ILL SEVERE,STRAY,FIELD,,9/4/2022,"1300 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A683127,,CAT,GRAY,,Female,8/30/2022,0,9/5/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/8/2022,"1200 BLK OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A683128,,CAT,GRAY,,Male,8/30/2022,0,9/5/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/8/2022,"1200 BLK OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A683133,*TWIX,CAT,BRN TABBY,,Male,6/6/2022,0,9/6/2022,ILL MODERATETE,STRAY,FIELD,,9/15/2022,"3200 BLK KAREN AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683158,LOLA DAWN,CAT,BRN TABBY,WHITE,Female,9/6/2012,10,9/6/2022,INJURED  SEVERE,OWNER SURRENDER,OTC,INJURED,9/6/2022,"6000 BLK WALNUT AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A683188,*PENNY,CAT,TRICOLOR,,Spayed,9/6/2019,3,9/6/2022,ILL MODERATETE,STRAY,FIELD,,12/14/2022,"500 BLK ALMOND AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A683237,*CRYSTAL,CAT,LC LYNX PT,,Spayed,7/7/2022,0,9/7/2022,NORMAL,STRAY,OTC,,10/20/2022,"5900 BLK DOWNEY AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A683271,*JULIEN,CAT,WHITE,BLACK,Male,7/21/2022,0,9/7/2022,ILL MILD,STRAY,OTC,,10/7/2022,"3900 BLK N STUDEBAKER RD, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A683434,,CAT,BLACK,,Male,9/3/2022,0,9/9/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/9/2022,"11200 BLK BEACH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683435,,CAT,BLACK,,Male,9/3/2022,0,9/9/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/9/2022,"11200 BLK BEACH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683436,,CAT,BLACK,,Male,9/3/2022,0,9/9/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/9/2022,"11200 BLK BEACH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683437,,CAT,BLACK,,Male,9/3/2022,0,9/9/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/9/2022,"11200 BLK BEACH ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683452,*PLUTO,CAT,BLACK,,Male,8/25/2022,0,9/9/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,10/9/2022,"500 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,DIED,IN FOSTER,Alive on Intake,TRUE,0
A683457,*MANHATTAN,CAT,BLACK,WHITE,Male,7/9/2022,0,9/9/2022,ILL MILD,STRAY,OTC,,9/14/2022,"6700 BLK E WALKERTON ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A683459,*JAMESON,CAT,BRN TABBY,,Male,7/9/2022,0,9/9/2022,ILL MILD,STRAY,OTC,,9/14/2022,"6700 BLK E WALKERTON ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A683656,*BRYCE,CAT,GRAY TABBY,,Male,8/22/2022,0,9/10/2022,ILL MILD,STRAY,OTC,,9/11/2022,"1000 BLK OBISPO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683670,*PUMPKIN,CAT,ORANGE,,Male,9/1/2022,0,9/10/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/16/2022,"3000 BLK MAINE AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A683824,*BENNY,CAT,GRAY,,Neutered,8/13/2022,0,9/13/2022,ILL MILD,STRAY,OTC,,10/7/2022,"2000 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A683827,*NORI,CAT,BLACK,,Spayed,8/13/2022,0,9/13/2022,ILL MILD,STRAY,OTC,,10/13/2022,"2000 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A683828,*DORY,CAT,GRAY,,Spayed,8/13/2022,0,9/13/2022,ILL MILD,STRAY,OTC,,10/9/2022,"2000 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A683837,,CAT,BRN TABBY,WHITE,Female,9/13/2018,4,9/13/2022,ILL SEVERE,STRAY,FIELD,,9/14/2022,"1900 BLK WALNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A683969,,CAT,BLACK,,Unknown,9/14/2021,1,9/14/2022,INJURED  SEVERE,STRAY,FIELD,,9/14/2022,"6100 BLK LINDEN AVE, LB 90805",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A684041,*DORY,CAT,BROWN,,Unknown,9/15/2016,6,9/15/2022,ILL MODERATETE,STRAY,FIELD,,9/15/2022,"13900 BLK EL DORADO DR, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,SBACC,Alive on Intake,FALSE,1
A684322,,CAT,BRN TABBY,,Unknown,9/11/2022,0,9/17/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,9/20/2022,"6000 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A684410,,CAT,BLACK,,Unknown,8/19/2022,0,9/19/2022,ILL SEVERE,STRAY,FIELD,,9/19/2022,"2200 SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A684444,IRENE,CAT,BLACK,,Female,9/19/2018,4,9/19/2022,NORMAL,WELFARE SEIZED,HOSPITAL,,9/23/2022,"1300 BLK W 12TH ST, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A684626,YOGURT,CAT,CALICO,,Spayed,7/21/2022,0,9/21/2022,NORMAL,STRAY,OTC,,10/2/2022,"6200 BLK E. SPRING ST. LONG BEACH, CA 90808",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A684689,*BITSY,CAT,WHITE,BRN TABBY,Spayed,8/21/2022,0,9/21/2022,ILL MILD,STRAY,OTC,,2/8/2023,"6400 BLK BRAYTON AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A684692,*BUTCH,CAT,WHITE,BRN TABBY,Neutered,8/21/2022,0,9/21/2022,ILL MILD,STRAY,OTC,,12/15/2022,"6400 BLK BRAYTON AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A684789,LUNA,CAT,BLACK,WHITE,Spayed,9/28/2006,16,9/22/2022,ILL MILD,STRAY,OTC,,10/3/2022,"300 BLK E ELEANOR LN, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A684797,*RIVIAN,CAT,S-T PT,,Neutered,9/19/2022,0,9/22/2022,UNDER AGE/WEIGHT,STRAY,OTC,,12/3/2022,"2800 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A684917,*HOBO JOE,CAT,BLACK,WHITE,Male,8/30/2022,0,9/23/2022,ILL MODERATETE,STRAY,OTC,,10/7/2022,"7600 BLK E. SPRING ST. LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A684919,*HOBO JANE,CAT,GRAY,,Neutered,4/23/2022,1,9/23/2022,ILL MODERATETE,STRAY,OTC,,10/7/2022,"7600 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A685025,*OLIVE 3,CAT,BLACK,WHITE,Male,9/17/2022,0,9/23/2022,UNDER AGE/WEIGHT,STRAY,OTC,,9/23/2022,"1900 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A685093,,CAT,GRAY,,Unknown,7/24/2022,0,9/24/2022,ILL SEVERE,STRAY,FIELD,,9/27/2022,"2700 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A685137,PIXIE,CAT,BRN TABBY,,Female,9/25/2012,10,9/25/2022,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,10/19/2022,"800 BLK E VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A685247,YUNO,CAT,GRAY,WHITE,Neutered,9/19/2022,0,9/28/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/30/2022,"10800 BLK OAK ST, LOS ALAMITOS, CA 90720",LOS ALAMITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A685270,*CEDRIC,CAT,GRAY,WHITE,Neutered,10/3/2019,3,9/28/2022,INJURED  MILD,STRAY,OTC,,11/26/2022,"200 BLK E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,COMMUNITY CAT,,Alive on Intake,FALSE,1
A685389,*ORPINTON,CAT,BLACK,WHITE,Neutered,8/29/2022,0,9/29/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,12/17/2022,"1700 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A685462,*CASEY,CAT,GRAY TABBY,,Spayed,8/30/2022,0,9/30/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/5/2022,"11300 BLK PARK ST, CERRITOS, CA 90703",CERRITOS,HOMEFIRST,,Alive on Intake,FALSE,1
A685475,,CAT,BLACK,,Unknown,8/30/2022,0,9/30/2022,ILL SEVERE,STRAY,FIELD,,9/30/2022,"5600 CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,DIED,ENROUTE,Alive on Intake,TRUE,0
A685654,*SCARLET WITCH,CAT,GRAY TABBY,WHITE,Spayed,8/1/2022,0,10/1/2022,ILL MILD,STRAY,OTC,,10/16/2022,"1400 BLK LEWIS AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A685690,,CAT,ORG TABBY,WHITE,Male,9/18/2022,0,10/2/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/2/2022,"7550 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A685858,,CAT,TORTIE,,Unknown,10/1/2022,0,10/4/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,10/4/2022,"1600 OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,UNDRAGE/WT,Alive on Intake,TRUE,0
A685903,*MAXIMUS,CAT,BLACK,WHITE,Neutered,10/4/2021,1,10/4/2022,INJURED  MODERATE,STRAY,FIELD,,2/9/2023,"3600 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A685961,*MARRY,CAT,BLACK,,Spayed,9/5/2022,0,10/5/2022,ILL MILD,STRAY,OTC,,10/23/2022,"6200 BLK DE FOREST AVE, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A685992,*FRAN,CAT,SEAL,,Spayed,10/6/2020,2,10/5/2022,NORMAL,OWNER SURRENDER,FIELD,TOO MANY,1/11/2023,"2100 BLK W WILLARD ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A686067,BINX,CAT,BLACK,,Neutered,9/21/2022,0,10/6/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,12/17/2022,"1600 ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A686135,*WHISKERS,CAT,BLACK,WHITE,Male,9/7/2022,0,10/7/2022,INJURED  MILD,STRAY,OTC,,10/11/2022,"5400 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A686144,,CAT,BRN TABBY,,Male,8/7/2022,0,10/7/2022,ILL MILD,STRAY,OTC,,10/7/2022,"2000 BLK VOLK AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A686249,*ONYX,CAT,BLACK,,Male,10/6/2022,0,10/7/2022,UNDER AGE/WEIGHT,STRAY,FIELD,,12/16/2022,"1300 BLK DAWSON AVE, LONG BEACH, CA 90804",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A686283,*MAGNOLIA,CAT,WHITE,GRAY,Male,10/8/2018,4,10/8/2022,ILL MILD,STRAY,OTC,,10/9/2022,"2800 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A686299,*AMIN,CAT,L-C PT,,Spayed,9/8/2022,0,10/8/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/29/2022,"600 BLK SAINTJOSEPH AVE, LONG BEACH, CA 90814",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A686328,BANDIT,CAT,WHITE,BLACK,Neutered,10/9/2020,2,10/9/2022,NORMAL,OWNER SURRENDER,OTC,TOO MANY,10/21/2022,"100 BLK E. 52ND ST, LONG BEACH, CA 90805",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A686503,JERRY,CAT,ORG TABBY,,Male,12/13/2021,1,10/12/2022,NORMAL,WELFARE SEIZED,POLICE,,10/15/2022,"500 BLK W 3RD ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A686571,CLAWS,CAT,GRAY,WHITE,Spayed,9/12/2022,0,10/12/2022,UNDER AGE/WEIGHT,STRAY,OTC,,10/22/2022,"1200 BLK E 15TH ST, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
